Condition	Sex	Age	Location	Measure	Unit	Forecast Scenario	Year	Value	Lower	Upper	Data Suite	DA
Peripheral artery disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	3125.14735281049	2478.47122102523	3779.43920448764	GBD	Cardiovascular
Road injuries	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	2899.55253566112	2410.03639189	3572.89153190486	GBD	Other
Endocarditis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	3.61458386835603	2.9169015534363	4.47347038565027	GBD	Cardiovascular
Non-rheumatic valvular heart disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	478.245672605802	435.188823041281	523.896598082125	GBD	Cardiovascular
Other transport injuries	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	238.325154552253	198.921789899795	288.218643646316	GBD	Other
Falls	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	8461.52260958773	7291.454092002	9630.8861275694	GBD	Other
Other cardiovascular and circulatory diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	598.965369504176	424.920262440132	842.35177538529	GBD	Cardiovascular
Drowning	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	46.189822533948	39.560044887188	53.5563939464066	GBD	Other
Fire, heat, and hot substances	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	851.75851939691	687.734339965162	1055.39566532662	GBD	Other
Chronic obstructive pulmonary disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	5524.55159782274	4605.18340998787	6608.33269485648	GBD	Immunology
Poisonings	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	32.4475493899856	27.2333290674388	38.1073983013723	GBD	Other
Pneumoconiosis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	22.2288100215522	17.3004157910517	27.4622801828044	GBD	Other
Exposure to mechanical forces	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	1459.10628046674	1246.87365517339	1724.51055960588	GBD	Other
Asthma	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	1186.99573627667	979.476293397614	1422.82970889297	GBD	Immunology
Adverse effects of medical treatment	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	1.8488732994416	1.28582365115927	2.5665950802733	GBD	Other
Interstitial lung disease and pulmonary sarcoidosis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	65.0425713993	55.6735449261019	75.8675994045893	GBD	Immunology
Animal contact	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	164.075037896574	126.921931675577	210.860923715068	GBD	Other
Cirrhosis and other chronic liver diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	31923.2010597862	29103.5638831705	34556.0031523851	GBD	Immunology
Foreign body	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	300.210974550691	225.013090353581	399.059865104987	GBD	Other
Appendicitis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	10.3009835070711	7.28209104736441	14.4313789539702	GBD	Other
Other unintentional injuries	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	400.243900577775	333.690942328203	491.143154405406	GBD	Other
Paralytic ileus and intestinal obstruction	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	12.3497321263093	11.0160235047985	13.9764350056869	GBD	Other
Self-harm	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	215.161623805658	179.32856520856	253.479331714841	GBD	Other
Inguinal, femoral, and abdominal hernia	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	108.96918914172	86.1067649880318	135.188342218601	GBD	Other
Interpersonal violence	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	6187.77597145698	5533.98491448885	6814.76278573109	GBD	Other
Inflammatory bowel disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	14.2084360351708	11.7655787540513	16.82709777763	GBD	Immunology
Exposure to forces of nature	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	88.0998535067867	57.9909679960251	133.654312404965	GBD	Other
Vascular intestinal disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	1.2334235570618	1.05234844001757	1.41754876777734	GBD	Other
Gallbladder and biliary diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	7825.82260715368	6416.68587608144	9613.12943727466	GBD	Other
Pancreatitis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	47.8840168855672	32.3556384759858	69.6601665943541	GBD	Metabolism
Alzheimer's disease and other dementias	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	2317.12347270692	1939.43258106506	2751.40045321769	GBD	Neurology
Pulmonary Arterial Hypertension	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	3.33838761939307	2.49774476628253	4.31221359716511	GBD	Cardiovascular
Parkinson's disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	623.786420483468	515.382682241727	743.840050981016	GBD	Neurology
Eye cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	2.02329747165346	1.06869667320313	2.67234997753737	GBD	Other Onco Hem
Idiopathic epilepsy	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	265.756551320452	179.620791207585	367.051852999251	GBD	Neurology
Soft tissue and other extraosseous sarcomas	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	5.09422743928454	3.50114335409336	7.22957992400059	GBD	Other Onco Hem
Multiple sclerosis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	3.15974397178893	2.54784680436605	3.88978556913288	GBD	Neurology
Malignant neoplasm of bone and articular cartilage	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	17.7079573331598	10.8875550544842	24.6375743991687	GBD	Other Onco Hem
Motor neuron disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	2.39173151285276	1.88748864680721	2.98320851677561	GBD	Neurology
Neuroblastoma and other peripheral nervous cell tumors	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	0.239111637944265	0.167595965598654	0.320257619441447	GBD	Other Onco Hem
Other neurological disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	0.288043904208653	0.183463631171756	0.430980014369897	GBD	Neurology
COVID-19	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	0	0	0	GBD	Infectious Diseases
Schizophrenia	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	384.295504527005	336.136812169404	433.769363616837	GBD	Other
Alcohol use disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	1389.52273154361	1195.91308416288	1610.73494870288	GBD	Other
Drug use disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	637.116390395212	523.187180850673	780.663286988676	GBD	Other
Depressive disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	4381.8273934227	3935.91213420552	4843.64829350127	GBD	Other
Bipolar disorder	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	214.451786187115	183.104508035961	248.980636871201	GBD	Other
Anxiety disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	3541.71279427502	3113.28659018987	4043.1143320111	GBD	Other
Eating disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	125.28848252529	85.795662514185	180.260625816849	GBD	Other
Autism spectrum disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	621.143543921942	513.506534191853	739.402398958702	GBD	Other
Attention-deficit/hyperactivity disorder	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	1400.51593153489	1062.37941731162	1890.39068055522	GBD	Other
Environmental heat and cold exposure	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	133.082773657518	104.410422328882	171.759801712368	GBD	Other
Conduct disorder	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	208.921177667724	151.406984413756	270.740006449386	GBD	Other
Idiopathic developmental intellectual disability	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	199.054485042964	49.4401701035846	363.605535903465	GBD	Other
Other mental disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	2037.33899786868	1610.89286732858	2543.31165193695	GBD	Other
Executions and police conflict	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	119.702001735066	45.1244014473073	198.893972735051	GBD	Other
Diabetes mellitus	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	13733.0956824178	12587.3270203532	14997.9834767525	GBD	Metabolism
Acute glomerulonephritis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	0.573850071880254	0.447384631300916	0.743034823860562	GBD	Renal
Conflict and terrorism	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	300.892876443713	0.272144529515545	1285.5548830833	GBD	Other
Chronic kidney disease	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	11281.4340622391	9795.90517026254	13262.989819379	GBD	Renal
Urinary diseases and male infertility	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	3603.98221849294	2818.77528663563	4533.16413397115	GBD	Fertility
Gynecological diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	14391.5986259728	12550.4586446943	16265.6243299017	GBD	Fertility
Typhoid and paratyphoid	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	0.28148548051332	0.220359725353709	0.35005056480053	GBD	Other
Hemoglobinopathies and hemolytic anemias	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	26329.2660104259	25073.2861010604	27869.2292639212	GBD	Other Onco Hem
Invasive Non-typhoidal Salmonella (iNTS)	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	0.0073713772341013	0.0036503561360417	0.0120352440730775	GBD	Infectious Diseases
Endocrine, metabolic, blood, and immune disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	12054.0758100425	9667.90438899943	15059.2290382787	GBD	Metabolism
Headache disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	30938.8808862338	28572.2603546057	33402.0579541481	GBD	Other
Rheumatoid arthritis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	419.037706869236	363.509731937462	479.369776258213	GBD	Immunology
Bacterial skin diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	213.006619157313	169.588962380279	268.192294327658	GBD	Infectious Diseases
Blindness and vision loss	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	30178.7136224652	23676.0532808049	37690.2606484518	GBD	Ophthalmology
Upper digestive system diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2037	7481.47412247542	6653.06427888134	8348.53214881628	GBD	Other
Tuberculosis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	31771.3714556011	28806.073357497	34954.0414704042	GBD	Infectious Diseases
HIV/AIDS	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	37.5058705602698	19.5341392030478	70.2001718134594	GBD	Infectious Diseases
Diarrheal diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	51.6628736664368	38.3782601814138	67.7465315269372	GBD	Other
Lower respiratory infections	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	116.104712585309	103.017455704032	130.73202367859	GBD	Infectious Diseases
Upper respiratory infections	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	1541.66637978187	1369.83950538854	1730.32000262308	GBD	Infectious Diseases
Otitis media	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	1088.59663887026	892.557997789669	1322.10584788126	GBD	Other
Meningitis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	11.1093045347981	7.70199379980163	15.7995998762302	GBD	Infectious Diseases
Encephalitis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	60.0275656412139	39.3263631740958	83.1830976112547	GBD	Other
Diphtheria	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	0.0002284750539778	0.000160174217311	0.000314487115065	GBD	Infectious Diseases
Whooping cough	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	2.18792878034324	1.40948296298117	3.38691062040828	GBD	Infectious Diseases
Tetanus	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	0.079616857847194	0.037914847088321	0.136993123651918	GBD	Infectious Diseases
Measles	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	0.0010376380843846	0.0009336648922127	0.0011628886151115	GBD	Infectious Diseases
Varicella and herpes zoster	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	85.473058741199	56.3213925230123	123.122551670336	GBD	Infectious Diseases
Leishmaniasis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	1.28111816658547	0.495944388185287	3.2986575088568	GBD	Infectious Diseases
Schistosomiasis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	656.020022232583	511.927705852164	845.68264407285	GBD	Infectious Diseases
Cysticercosis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	47.3397444196797	30.8635072389159	70.3790144445576	GBD	Infectious Diseases
Cystic echinococcosis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	8.36516849944303	6.30028582712219	10.7747544388608	GBD	Infectious Diseases
Trachoma	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	0.572459321161178	0.361736583827282	0.86809684352057	GBD	Infectious Diseases
Dengue	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	0.181865429464376	0.0455856291765541	0.582502554174054	GBD	Infectious Diseases
Rabies	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	0.0010887993632735	0.0003083221072295	0.0021071572332574	GBD	Infectious Diseases
Intestinal nematode infections	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	3459.94047301402	2084.62754427878	5343.14626637752	GBD	Infectious Diseases
Food-borne trematodiases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	1884.06987677695	1611.05575080085	2214.32631693109	GBD	Infectious Diseases
Other neglected tropical diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	194.246943846183	183.19981579327	205.493753154079	GBD	Infectious Diseases
Maternal disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	17.616991500872	10.1534546105661	30.0419733825432	GBD	Other
Neonatal disorders	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	1057.09362803929	1006.96204211901	1109.54702205962	GBD	Other
Protein-energy malnutrition	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	1688.09972511074	1422.44877275211	2009.70616415539	GBD	Other
Iodine deficiency	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	1735.07661452032	1363.72227082256	2136.44960211238	GBD	Other
Vitamin A deficiency	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	892.409316528776	775.132981857224	1040.43918807424	GBD	Other
Dietary iron deficiency	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	5570.79977632171	5333.2461416572	5786.08058914593	GBD	Other
Sexually transmitted infections excluding HIV	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	16961.8889826702	14958.6059829846	19299.6174958424	GBD	Infectious Diseases
Acute hepatitis	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	201.650806399144	170.873705236965	247.365177974579	GBD	Metabolism
Leprosy	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	0.497740084984168	0.361482283339318	0.640205486084556	GBD	Infectious Diseases
Other unspecified infectious diseases	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	289.319144815066	237.551776596942	355.99302105439	GBD	Infectious Diseases
Esophageal cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	56.2261817093358	45.2120160978591	69.4057369469155	GBD	Oncology
Stomach cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	115.04060259565	89.1123294396219	146.20767574518	GBD	Oncology
Liver cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	25.1736977857646	19.6990039686872	30.9808682059628	GBD	Oncology
Larynx cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	24.2882736812465	18.9936536973459	30.5826871727397	GBD	Oncology
Tracheal, bronchus, and lung cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	132.728867744736	104.981991047805	162.460535473378	GBD	Oncology
Breast cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	385.482869557981	311.154565123984	480.398588057666	GBD	Oncology
Cervical cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	47.9551539747044	34.1740859760895	64.4404035499466	GBD	Oncology
Uterine cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	51.5186622111384	36.9386326427518	71.5582720980127	GBD	Oncology
Prostate cancer	Both	All Ages	China	Prevalence	Rate (per 100,000)	Reference	2038	102.766116591766	73.037525700409	139.417282670402	GBD	Oncology
